titulo,es_pago,precio_usd,inscriptos,nivel,duracion_hs,fecha_publicacion,categoria,ventas_totales,año_publicacion
Inside Drum Technique,True,50,406,All Levels,2.0,2013-12-13,Musical Instruments,20300,2013
"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",True,195,556,Intermediate Level,4.0,2014-01-27,Musical Instruments,108420,2014
Create Beautiful Music On The Piano Like a Pro In Minutes,True,95,115,All Levels,1.5,2015-08-10,Musical Instruments,10925,2015
Instant Harmonica - play the great Irish tune Molly Malone!,True,20,420,Beginner Level,1.0,2015-07-23,Musical Instruments,8400,2015
Instant Harmonica - play 'Can't Help Falling in Love' now!,True,40,32,All Levels,1.0,2017-02-07,Musical Instruments,1280,2017
Arpeggios for Guitar made Easy! Dominate the Fretboard,True,65,26,All Levels,3.0,2017-05-02,Musical Instruments,1690,2017
Guitar Lessons - The Modal System - Modes Essentials,True,45,116,All Levels,2.0,2016-02-14,Musical Instruments,5220,2016
Learn to Play Percussion: Beginner to Pro made the Easy Way!,True,50,425,All Levels,6.0,2015-01-16,Musical Instruments,21250,2015
Modern Piano Lessons For Beginners,True,20,736,Beginner Level,5.0,2014-04-01,Musical Instruments,14720,2014
World Percussion: Complete Lessons for Everyone,True,40,68,All Levels,4.0,2016-11-14,Musical Instruments,2720,2016
Learn Lion (Saroo) Soundtrack On The Piano By Ear,True,20,104,All Levels,0.5333333333333333,2017-04-24,Musical Instruments,2080,2017
Acoustic Blues Guitar Lessons,True,75,189,Intermediate Level,4.5,2016-01-10,Musical Instruments,14175,2016
Play Guitar and Understand Music Quick & Easy in 28 Days!,True,20,738,All Levels,9.5,2012-10-13,Musical Instruments,14760,2012
Learn How to Play the Violin - Violin Basics,True,20,365,Beginner Level,0.5333333333333333,2014-08-13,Musical Instruments,7300,2014
Swing Low - The 101 Authentic Nashville Piano Style Course,True,20,146,All Levels,1.0,2014-01-30,Musical Instruments,2920,2014
Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,True,50,383,Beginner Level,1.0,2015-11-11,Musical Instruments,19150,2015
Get Piano Skills TODAY!!! ,True,100,92,All Levels,3.5,2014-11-05,Musical Instruments,9200,2014
Learn the Violin - Scales and Fundamentals,True,80,291,Beginner Level,3.0,2015-10-28,Musical Instruments,23280,2015
Piano With Willie Building Technique with Scales Vol. 2,True,40,61,All Levels,1.5,2016-04-13,Musical Instruments,2440,2016
Master Flute Playing: Intermediate Instruction Made Simple!,True,50,288,Intermediate Level,6.0,2014-10-29,Musical Instruments,14400,2014
How to Sing and Play the Guitar (at the same time),True,20,78,Beginner Level,1.5,2016-07-18,Musical Instruments,1560,2016
"Super Beginner Guitar - start right, start awesome",True,30,594,Beginner Level,2.0,2014-11-26,Musical Instruments,17820,2014
"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",True,40,489,All Levels,4.0,2015-10-26,Musical Instruments,19560,2015
Rhythm to Rock Drum Lesson 5,True,20,13,Beginner Level,1.0,2014-08-18,Musical Instruments,260,2014
Gibson's Learn & Master Guitar,True,50,103,All Levels,38.0,2014-10-30,Musical Instruments,5150,2014
Master the Trombone: Intermediate Instruction Made Simple!,True,50,231,All Levels,9.0,2015-03-04,Musical Instruments,11550,2015
Walking Bass Fundamentals,True,50,44,All Levels,2.0,2017-03-13,Musical Instruments,2200,2017
Circular Breathing for musicians - practical skills,True,25,261,All Levels,1.5,2014-11-06,Musical Instruments,6525,2014
Electric Bass for Busy Beginners Course 1,True,50,114,All Levels,1.5,2015-04-27,Musical Instruments,5700,2015
Guitar for Absolute Beginners (Class 1),True,20,45,Beginner Level,1.5,2014-05-01,Musical Instruments,900,2014
Tenor Banjo for Absolute Beginners,False,0,3167,Beginner Level,0.6166666666666667,2014-07-19,Musical Instruments,0,2014
Guitar Lessons - 50 Essential Fast Legato Licks,True,35,105,Intermediate Level,3.0,2016-02-15,Musical Instruments,3675,2016
Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,True,90,85,Beginner Level,2.0,2016-08-21,Musical Instruments,7650,2016
Aprende batería con el nuevo método IDT,True,20,335,All Levels,2.0,2012-12-24,Musical Instruments,6700,2012
5 lecciones que todo guitarrista debe tomar,False,0,4452,Beginner Level,1.0,2014-08-23,Musical Instruments,0,2014
Los 7 Acordes para Tocarlo Todo en un fin de semana,True,20,332,Beginner Level,2.0,2013-07-06,Musical Instruments,6640,2013
Curso de Violão Popular,True,25,287,Beginner Level,6.0,2016-01-27,Musical Instruments,7175,2016
Aprendiendo Piano: Ejercicios de calentamiento,False,0,1876,Beginner Level,0.55,2016-04-27,Musical Instruments,0,2016
Aprendiendo piano: Lectura de piezas clásicas Vol.II,True,40,113,Beginner Level,1.5,2016-06-29,Musical Instruments,4520,2016
"Aprende a tocar el Acordeón 'de oído y con técnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,Beginner Level,4 hours,2014-09-16T19:51:45Z
263432,Aprende los Secretos de la Armónica con HARP&SOUL""",True,75,158,All Levels,2.5,2014-07-28,Musical Instruments,11850,2014
Guitarra Desde Cero - PARTE 1,True,35,480,Beginner Level,7.0,2014-12-27,Musical Instruments,16800,2014
Super-Curso de Guitarra Práctico Para Principiantes,True,85,228,Beginner Level,10.5,2014-06-30,Musical Instruments,19380,2014
Explosão Pentatônica,True,55,42,All Levels,1.5,2016-12-22,Musical Instruments,2310,2016
Complete Beginners Introduction to Guitar,True,40,10,Beginner Level,1.5,2017-02-27,Musical Instruments,400,2017
Learn 10 Scottish Tunes Piano Easy Level,True,45,103,Beginner Level,3.5,2017-02-20,Musical Instruments,4635,2017
Fingerpicking Fundamentals,True,20,75,Beginner Level,1.5,2015-11-01,Musical Instruments,1500,2015
Piano With A Pro,True,25,66,All Levels,2.5,2014-05-05,Musical Instruments,1650,2014
Piano Lessons for Beginners: Play the Piano AND Read Music!,True,70,61,Beginner Level,4.0,2016-02-12,Musical Instruments,4270,2016
Master the Tuba - Intermediate Instruction Made Simple!,True,50,184,Intermediate Level,8.5,2015-04-15,Musical Instruments,9200,2015
The Fun and Effective Piano Course,True,30,24,All Levels,3.5,2017-04-24,Musical Instruments,720,2017
Advanced Flute Studies - Learn to Master the Flute!​,True,50,205,All Levels,5.0,2015-09-07,Musical Instruments,10250,2015
Alternate Picking Speed & Accuracy,True,20,19,All Levels,3.5,2016-05-12,Musical Instruments,380,2016
"Master the Euphonium with Simple, Intermediate Instruction!",True,50,120,Intermediate Level,8.0,2015-04-16,Musical Instruments,6000,2015
Master the Clarinet: Intermediate Instruction Made Simple!,True,50,232,All Levels,7.0,2015-01-01,Musical Instruments,11600,2015
Advanced Clarinet Studies - Learn to Master the Clarinet!,True,50,148,All Levels,4.5,2015-01-01,Musical Instruments,7400,2015
Aprende a tocar ritmo pop en el piano y teclado,True,20,10,All Levels,0.7166666666666667,2014-05-16,Musical Instruments,200,2014
Aprendiendo Piano: Tocando piezas populares Vol.II,True,100,72,Beginner Level,1.5,2016-03-31,Musical Instruments,7200,2016
Comment jouer du Pianoforte,True,100,172,All Levels,3.0,2016-05-02,Musical Instruments,17200,2016
Aprende a tocar blues en el piano y teclado,True,50,10,All Levels,2.5,2014-05-09,Musical Instruments,500,2014
ABC DO VIOLÃO E GUITARRA,True,85,25,Beginner Level,2.5,2017-03-03,Musical Instruments,2125,2017
Suonare la Chitarra,True,200,1,All Levels,1.0,2017-06-21,Musical Instruments,200,2017
Aprende todos los secretos de la guitarra flamenca,True,50,13,All Levels,3.5,2014-05-07,Musical Instruments,650,2014
こどもギターレッスン　リトルギタリストⅠ,True,20,69,Beginner Level,3.0,2015-11-07,Musical Instruments,1380,2015
Aprende cómo tocar el Bajo Sexto,True,50,10,All Levels,3.0,2014-05-19,Musical Instruments,500,2014
Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,True,50,25,All Levels,3.5,2016-12-27,Musical Instruments,1250,2016
Sistema Completo De Guitarra Rítmica Para Principiantes,True,55,21,Beginner Level,6.0,2016-02-27,Musical Instruments,1155,2016
Curso de batería online de Patricio Iglesias (Santa Sabina),True,35,5,Intermediate Level,4.0,2017-03-28,Musical Instruments,175,2017
"Learn Piano with Beyer, 15 Minutes Challenge",True,65,418,All Levels,3.0,2016-07-21,Musical Instruments,27170,2016
"Classical Guitar Master Class: 'Alman  """,True,195,113,Intermediate Level,2.0,2015-04-21,Musical Instruments,22035,2015
Blues Accelerator - 21 Days to Blues Guitar Mastery,True,50,78,Beginner Level,7.0,2014-01-16,Musical Instruments,3900,2014
Alto Saxophone Lessons For Beginners,True,95,51,Beginner Level,3.0,2016-03-23,Musical Instruments,4845,2016
Instant Harmonica - Christmas; play Jingle Bells part 2 now!,True,20,58,All Levels,0.7333333333333333,2015-12-17,Musical Instruments,1160,2015
Piano With Willie: Jazz & Gospel Exercises,True,40,56,Intermediate Level,2.0,2016-04-13,Musical Instruments,2240,2016
Bending the blue notes to give you killer sound on harmonica,True,35,162,Intermediate Level,2.0,2014-03-02,Musical Instruments,5670,2014
"Beginner's Guitar: Tuning, Strumming, and Chords!",False,0,2577,Beginner Level,0.6166666666666667,2015-07-03,Musical Instruments,0,2015
Instant Harmonica - play The Lion Sleeps Tonight - today!,True,20,62,Beginner Level,1.0,2015-08-21,Musical Instruments,1240,2015
Piano With Willie Building Technique with Scales Vol. 3,True,40,42,All Levels,1.5,2016-04-13,Musical Instruments,1680,2016
Instant Bodhran - part two; learning further drumming skills,True,40,28,Beginner Level,1.0,2016-08-18,Musical Instruments,1120,2016
Guitar Essentials,True,20,261,Beginner Level,1.5,2014-05-07,Musical Instruments,5220,2014
Rhythm to Rock Drum Lessons,True,20,44,Beginner Level,1.0,2014-02-02,Musical Instruments,880,2014
Learn to play and improve 12 bar blues harmonica solos,True,40,4,Beginner Level,1.0,2017-06-29,Musical Instruments,160,2017
Learn to improvise on your harmonica - in nice easy steps,True,35,98,Beginner Level,2.0,2014-03-16,Musical Instruments,3430,2014
Learning Electric Guitar for Absolute Beginners,True,35,19,Beginner Level,1.5,2015-05-04,Musical Instruments,665,2015
Advanced Bassoon Studies - Learn to Master the Bassoon!​,True,50,197,All Levels,6.5,2015-04-15,Musical Instruments,9850,2015
Blues Guitar Lessons: Play Like the Greats - All Levels,True,20,58,All Levels,2.5,2015-11-17,Musical Instruments,1160,2015
Instant Harmonica - play Whiskey in the Jar + Molly Malone!,True,40,21,All Levels,2.0,2016-09-20,Musical Instruments,840,2016
Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,True,50,92,All Levels,1.5,2014-01-27,Musical Instruments,4600,2014
Electric Bass Right From The Start,True,100,239,Beginner Level,0.6666666666666666,2016-03-14,Musical Instruments,23900,2016
Beginner Guitar Essentials,True,95,5,Beginner Level,4.5,2015-08-06,Musical Instruments,475,2015
Advanced Tuba Studies - Become a Master of the Tuba!​,True,50,173,All Levels,5.0,2015-04-15,Musical Instruments,8650,2015
'Greensleeves' Creative Piano Lessons Course,True,20,10,All Levels,2.0,2017-01-03,Musical Instruments,200,2017
Rhythm to Rock Drum Lesson 4,True,20,12,Beginner Level,1.5,2014-08-18,Musical Instruments,240,2014
Hands On Guitar: Beyond Beginner,True,20,54,Beginner Level,3.0,2016-01-22,Musical Instruments,1080,2016
Instant harmonica - play Auld Lang Syne the neet (tonight)!,True,40,28,All Levels,1.0,2016-12-22,Musical Instruments,1120,2016
Piano The Hard Way -  Fast Way To Life Long Piano Enjoyment,True,25,238,Beginner Level,1.0,2014-02-19,Musical Instruments,5950,2014
The Ultimate Method for Learning Modern Piano & Keyboards,True,25,512,All Levels,2.5,2014-11-03,Musical Instruments,12800,2014
Master the Bassoon - Intermediate Instruction Made Simple!,True,50,177,All Levels,7.5,2015-04-15,Musical Instruments,8850,2015
Oboe Pro Series - You're going to love practicing the Oboe,True,50,61,All Levels,7.0,2016-04-08,Musical Instruments,3050,2016
Instant Harmonica - play this classic GAME OF THRONES theme!,True,40,21,Beginner Level,1.0,2017-05-30,Musical Instruments,840,2017
"Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces",True,50,115,Intermediate Level,2.5,2014-03-25,Musical Instruments,5750,2014
Learn 4 Vital things that will make your DRUM PLAYING EASIER,True,35,510,All Levels,0.6166666666666667,2015-08-13,Musical Instruments,17850,2015
Sax Solos: Learn how to Perform Three Fun and Unique Pieces!,True,50,147,Intermediate Level,1.0,2014-03-17,Musical Instruments,7350,2014
Traditional-Style Electric Blues Guitar For Beginners,True,25,9,Beginner Level,3.0,2017-06-22,Musical Instruments,225,2017
Aprende a tocar los mejores solos en la guitarra eléctrica,True,30,5,All Levels,2.0,2014-05-07,Musical Instruments,150,2014
Aprende a tocar la guitarra,True,50,7,All Levels,1.5,2013-02-22,Musical Instruments,350,2013
Aprende a tocar el piano desde cero,True,50,4,All Levels,4.0,2014-04-30,Musical Instruments,200,2014
Aprende a tocar el clarinete.  ,True,50,4,All Levels,3.0,2014-05-19,Musical Instruments,200,2014
Ahora aprende a tocar jazz en el piano,True,30,4,All Levels,1.5,2014-05-09,Musical Instruments,120,2014
こどもギターレッスン　リトルギタリストⅡ,True,20,2,Beginner Level,3.5,2016-02-18,Musical Instruments,40,2016
Aprende a tocar el contrabajo sin complicaciones,True,50,3,All Levels,3.0,2014-05-19,Musical Instruments,150,2014
Aprende a tocar la guitarra eléctrica,True,50,3,All Levels,5.5,2014-04-30,Musical Instruments,150,2014
Aprende a improvisar en la guitarra eléctrica,True,50,3,All Levels,3.0,2014-05-05,Musical Instruments,150,2014
Curso de Teclado,True,40,1,Beginner Level,1.5,2016-05-16,Musical Instruments,40,2016
Guitarra Acústica en Siete Días,True,20,1,Beginner Level,2.5,2016-01-29,Musical Instruments,20,2016
improvisación de Guitarra,True,20,1,All Levels,1.0,2015-03-24,Musical Instruments,20,2015
Step by Step Classical Guitar Course,True,100,9,Beginner Level,4.5,2016-12-08,Musical Instruments,900,2016
Piano With Willie Building Technique with Scales Vol. 4,True,40,44,All Levels,1.5,2016-04-12,Musical Instruments,1760,2016
Back In Black the AC/DC Classic Rock Track,True,20,13,Intermediate Level,2.0,2015-04-10,Musical Instruments,260,2015
Keyboard Basics,True,25,17,All Levels,2.0,2014-04-22,Musical Instruments,425,2014
Beginner Guitar Lessons,True,20,118,Beginner Level,1.0,2015-03-23,Musical Instruments,2360,2015
Guitar Fundamentals for Beginners,True,25,5,Beginner Level,2.0,2016-02-22,Musical Instruments,125,2016
Easy Piano - learn and play along,True,20,11,Beginner Level,1.0,2014-05-14,Musical Instruments,220,2014
Learn Piano: The Basics of Keyboards,True,20,113,Beginner Level,1.5,2015-01-03,Musical Instruments,2260,2015
Bassoon Pro Series - You're going to love practicing Bassoon,True,50,36,All Levels,6.5,2016-04-08,Musical Instruments,1800,2016
Acoustic Guitar Lessons For Beginners,True,95,10,Beginner Level,3.0,2016-04-27,Musical Instruments,950,2016
Coach Guitar - Amazing New Way To Learn Guitar With Colors,True,50,12,All Levels,3.5,2016-12-27,Musical Instruments,600,2016
Mastering the Art of Guitar Chords,True,20,78,Beginner Level,1.5,2013-11-18,Musical Instruments,1560,2013
30 Day Guitar Jump Start for Success,True,105,31,Beginner Level,4.0,2017-05-24,Musical Instruments,3255,2017
Learn to Play Bassoon: Beginner to Pro in Under Four Hours!,True,50,205,Beginner Level,5.0,2015-04-15,Musical Instruments,10250,2015
The 7 Day Guitar Method,True,20,213,All Levels,2.5,2015-10-26,Musical Instruments,4260,2015
Instant Harmonica - play Star Wars + the Lion Sleeps now!,True,40,33,All Levels,1.5,2016-08-13,Musical Instruments,1320,2016
Instant harmonica - play Adele's wonderful 'Hello' today!,True,20,284,All Levels,1.0,2016-05-30,Musical Instruments,5680,2016
Guitar Strumming 101 - Have More Fun Playing Songs You Love,True,50,8,Beginner Level,1.0,2017-06-20,Musical Instruments,400,2017
Master Oboe Playing: Intermediate Instruction Made Simple!,True,50,98,Intermediate Level,5.5,2015-01-01,Musical Instruments,4900,2015
Drum Set for Beginners,True,20,119,Beginner Level,3.5,2013-10-02,Musical Instruments,2380,2013
Guitar Lessons - Economy Picking Essentials,True,35,45,Intermediate Level,1.5,2016-02-15,Musical Instruments,1575,2016
Blues Guitar Lessons - Blues Guitar - Robert Johnson,True,20,297,Intermediate Level,2.5,2013-10-07,Musical Instruments,5940,2013
TAKE NOTE BEGINNER CLARINET!  –  Fun with Fundamental Skills,True,30,137,Beginner Level,4.5,2016-06-13,Musical Instruments,4110,2016
Learn to Play Irish Fiddle,True,60,112,Beginner Level,5.5,2016-01-18,Musical Instruments,6720,2016
Hands-On Guitar: The Beginner's Guide,True,20,28,Beginner Level,4.0,2016-01-22,Musical Instruments,560,2016
Slap Bass For Beginners,True,50,79,All Levels,1.5,2016-06-23,Musical Instruments,3950,2016
Piano Lessons for Beginners Made Easy,True,25,333,Beginner Level,3.0,2014-05-28,Musical Instruments,8325,2014
Horn Pro Series - You're going to love playing French Horn,True,50,48,All Levels,8.0,2016-04-08,Musical Instruments,2400,2016
Instant Harmonica - play the Irish tune Whiskey in the Jar!,True,20,41,All Levels,1.0,2015-12-28,Musical Instruments,820,2015
Didgeridoo - from zero to HERO! Part Three. Advanced level.,True,35,209,Expert Level,1.5,2014-10-10,Musical Instruments,7315,2014
Saxophone Pro Series - You're going to love practicing Sax,True,50,119,All Levels,5.5,2016-04-08,Musical Instruments,5950,2016
Easy Piano for Kids - Complete Beginner Piano Course,True,115,139,Beginner Level,5.5,2015-06-26,Musical Instruments,15985,2015
Guitar Lessons - Two Handed Tapping Essentials,True,35,41,Intermediate Level,1.5,2016-02-14,Musical Instruments,1435,2016
Clarinet Pro Series - Fall in love with the Clarinet,True,50,95,All Levels,6.0,2016-04-08,Musical Instruments,4750,2016
Advanced Trumpet Studies - Learn to Master the Trumpet!​,True,50,184,Intermediate Level,4.0,2014-03-26,Musical Instruments,9200,2014
Poldark TV series Soundtracks for Piano-Quicklessons,True,20,8,Beginner Level,1.0,2017-03-16,Musical Instruments,160,2017
Master the Saxophone: Intermediate Instruction Made Simple!,True,50,376,Intermediate Level,5.5,2014-03-17,Musical Instruments,18800,2014
You Can Play Jazz Saxophone,True,20,37,Beginner Level,1.5,2017-03-15,Musical Instruments,740,2017
"Improvise Puccini´s 'E Lucevan le Stelle on Piano""",True,20,169,All Levels,2.0,2013-10-21,Musical Instruments,3380,2013
Building Up To Barre Chords,True,20,20,All Levels,0.7166666666666667,2017-03-16,Musical Instruments,400,2017
Learn the Violin - Bowing Techniques,True,80,89,Intermediate Level,0.6666666666666666,2016-06-26,Musical Instruments,7120,2016
Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,True,45,98,All Levels,2.0,2016-02-13,Musical Instruments,4410,2016
Back 2 The Basics,True,50,265,All Levels,3.0,2013-07-19,Musical Instruments,13250,2013
Play the Jews Harp - instant skills for non musicians.,True,25,196,Intermediate Level,2.5,2015-01-22,Musical Instruments,4900,2015
Master Trumpet Playing: Intermediate Instruction Made Simple,True,50,292,Intermediate Level,7.0,2014-03-24,Musical Instruments,14600,2014
Practical Guitar Theory: Level 1,True,60,14,All Levels,1.5,2017-05-01,Musical Instruments,840,2017
Instant harmonica - enjoy playing Silent Night tonight!,True,40,16,All Levels,0.6333333333333333,2016-12-14,Musical Instruments,640,2016
HARP&SOUL  |  Learn the Secrets of the Harmonica,True,35,114,All Levels,2.0,2014-10-01,Musical Instruments,3990,2014
"Play Leyenda, Canarios, and Bach on Classical Guitar",True,195,185,Intermediate Level,7.5,2015-11-05,Musical Instruments,36075,2015
Instant Harmonica - play the cool tune Dirty Old Town now!,True,40,42,All Levels,1.5,2016-10-12,Musical Instruments,1680,2016
Ultimate Beginner Guitar Guide - Both Acoustic & Electric ,True,45,57,Beginner Level,2.0,2016-02-16,Musical Instruments,2565,2016
Guitar Lessons : Rock Guitar in 1 Day!,True,50,17,Beginner Level,1.5,2015-12-06,Musical Instruments,850,2015
Tenor Banjo,True,40,70,Intermediate Level,1.0,2015-06-17,Musical Instruments,2800,2015
Introduction to Lead Guitar,True,20,245,Intermediate Level,1.5,2013-11-26,Musical Instruments,4900,2013
Piano With Willie: Basics of Improvisation,True,40,76,Beginner Level,3.5,2016-04-13,Musical Instruments,3040,2016
Euphonium Pro Series - Fall in love with the Euphonium,True,50,44,All Levels,7.5,2016-05-24,Musical Instruments,2200,2016
Pure Rock Guitar : Play Like the Gods of Rock!,True,45,80,All Levels,4.5,2016-07-29,Musical Instruments,3600,2016
Master the French Horn: Intermediate Instruction Made Simple,True,50,68,Intermediate Level,7.5,2014-10-29,Musical Instruments,3400,2014
Classical Guitar Technique: 80/20,True,175,54,All Levels,2.5,2017-03-30,Musical Instruments,9450,2017
Total beginner to intermediate guitar - Learn to play by ear,True,45,80,Beginner Level,3.0,2015-10-16,Musical Instruments,3600,2015
Aprende escalas y arpegios  Vol. I: Modo mayor,True,50,85,Beginner Level,1.5,2016-03-31,Musical Instruments,4250,2016
Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,True,40,57,Beginner Level,4.0,2014-01-22,Musical Instruments,2280,2014
Ukulele lernen für Papas mit Bruder Jakob,True,55,12,Beginner Level,1.0,2017-05-04,Musical Instruments,660,2017
Tin Whistle Básico,True,20,11,Beginner Level,1.5,2017-05-17,Musical Instruments,220,2017
Leve a sua técnica de pedal duplo para um novo patamar,True,40,42,Intermediate Level,5.5,2017-01-16,Musical Instruments,1680,2017
Sevillanas con Castañuelas - Baile y toque al mismo tiempo,True,40,20,All Levels,1.5,2016-02-23,Musical Instruments,800,2016
見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,True,20,41,Beginner Level,2.0,2015-07-06,Musical Instruments,820,2015
【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座,True,20,5,Beginner Level,0.5833333333333334,2017-04-19,Musical Instruments,100,2017
Aprende a Tocar Teclado - Piano,True,35,119,All Levels,3.5,2012-01-26,Musical Instruments,4165,2012
Castañuelas por Sevillanas - Curso del toque de castañuelas,True,40,22,All Levels,0.7166666666666667,2016-02-12,Musical Instruments,880,2016
Aprende a tocar el acordeón de botones,True,50,20,Beginner Level,2.0,2017-05-17,Musical Instruments,1000,2017
Aprende a tocar Música Cristiana en el piano y teclado,True,20,17,All Levels,1.0,2014-05-16,Musical Instruments,340,2014
Easy Guitar Songwriting And Harmony,True,20,82,Beginner Level,3.5,2017-03-14,Musical Instruments,1640,2017
How to play easy tunes on the harmonica - just the basics,True,35,79,Beginner Level,1.5,2014-02-25,Musical Instruments,2765,2014
Rhythm to Rock Drum Lessons 2,True,20,21,Beginner Level,1.0,2014-03-10,Musical Instruments,420,2014
Instant Harmonica - play Over the Rainbow + Skye Boat now!,True,40,29,All Levels,1.5,2016-07-18,Musical Instruments,1160,2016
Bagpipe Instruction For Beginners,True,30,31,Beginner Level,1.0,2016-04-24,Musical Instruments,930,2016
"Flute Solos: Learn how to Perform Three Fun, Unique Pieces",True,50,156,All Levels,3.0,2015-09-22,Musical Instruments,7800,2015
Rhythm to Rock Drum Lessons 3,True,20,12,Beginner Level,1.0,2014-07-18,Musical Instruments,240,2014
Guitar Lessons - Sweep Picking Arpeggio Essentials,True,35,74,Intermediate Level,1.5,2016-02-15,Musical Instruments,2590,2016
Painless Piano!,True,40,353,Beginner Level,3.5,2014-06-23,Musical Instruments,14120,2014
Beginning Flute Lessons,True,20,137,Beginner Level,2.5,2013-05-29,Musical Instruments,2740,2013
Piano Lesson Variety,True,40,59,Intermediate Level,4.0,2016-08-18,Musical Instruments,2360,2016
Pop and Jazz Keyboards and Harmony (beginner level),True,180,47,Beginner Level,3.0,2016-07-12,Musical Instruments,8460,2016
Starting to play the blues on your harmonica in easy steps ,True,35,71,Intermediate Level,2.0,2014-03-01,Musical Instruments,2485,2014
Learn the Viola - Scales and Fundamentals,True,80,21,Beginner Level,2.5,2016-11-16,Musical Instruments,1680,2016
"Learn to Play 'Let It Snow on Piano""",True,40,36,Intermediate Level,1.0,2016-10-04,Musical Instruments,1440,2016
Instant Harmonica - play the Irish anthem Danny Boy today!,True,40,8,All Levels,1.0,2017-03-21,Musical Instruments,320,2017
Piano Building Blocks: Learn Chord Additions & Variations,False,0,375,Beginner Level,1.0,2017-07-02,Musical Instruments,0,2017
Advanced Saxophone Studies - Learn to Master the Saxophone!,True,50,215,Intermediate Level,4.0,2014-03-18,Musical Instruments,10750,2014
Killer Harmonica sounds using the tongue and bending notes ,True,35,80,Intermediate Level,2.0,2014-03-17,Musical Instruments,2800,2014
Instant Harmonica - play When the Saints on harmonica now!,True,20,31,Beginner Level,1.0,2015-08-14,Musical Instruments,620,2015
Strumming the Guitar - 5 Lessons on Strum Patterns,True,20,56,Beginner Level,0.6333333333333333,2013-12-13,Musical Instruments,1120,2013
Learn Piano Online-Keys to the Keyboard,True,50,18,Beginner Level,2.0,2016-05-12,Musical Instruments,900,2016
Ukulele Lessons For Beginners - Fast Track Your Learning,True,20,57,Beginner Level,1.0,2016-06-09,Musical Instruments,1140,2016
Blues Guitar Lessons - Ragtime Blues Guitar,True,20,59,Expert Level,2.0,2013-11-26,Musical Instruments,1180,2013
Getting Started with Power Chords,True,20,6,Beginner Level,1.0,2015-12-17,Musical Instruments,120,2015
Blues Master - Professional Techniques Piano Course,True,75,4,All Levels,1.0,2016-03-29,Musical Instruments,300,2016
Drumming 101: The Essential Elements,True,50,4,Beginner Level,1.5,2017-05-02,Musical Instruments,200,2017
Flute Lessons For Beginners,True,95,3,Beginner Level,2.5,2016-03-09,Musical Instruments,285,2016
Guitar for Christmas!,True,20,7,Beginner Level,0.5333333333333333,2014-11-30,Musical Instruments,140,2014
Learn Piano Online-Nocturnal Piano Solo,True,60,2,Intermediate Level,1.5,2016-09-21,Musical Instruments,120,2016
Guitar Chords and Basic Strumming,True,20,3,Beginner Level,2.5,2015-12-17,Musical Instruments,60,2015
Getting Started on the Acoustic Guitar,True,20,3,Beginner Level,1.0,2015-10-20,Musical Instruments,60,2015
Learn Piano Online-In the Garden Piano Solo,True,60,1,Intermediate Level,1.0,2016-10-03,Musical Instruments,60,2016
Saxophone Essentials: Beginners Course,True,40,3,Beginner Level,1.5,2017-04-26,Musical Instruments,120,2017
Learn To Play The Guitar In A Day,True,20,3,Beginner Level,1.0,2015-01-09,Musical Instruments,60,2015
88 Logic - The Essential Guide To Learning Piano,True,25,3,Beginner Level,0.5333333333333333,2015-01-13,Musical Instruments,75,2015
Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,True,50,164,Intermediate Level,2.0,2015-04-15,Musical Instruments,8200,2015
Instant Harmonica - play Dylan's Like a Rolling Stone now!,True,40,28,All Levels,1.5,2016-10-27,Musical Instruments,1120,2016
Advanced Oboe Studies - Become a Master Oboist!​,True,50,47,Expert Level,4.0,2016-07-28,Musical Instruments,2350,2016
Instant Harmonica - play 'I just called to say I love you',True,40,15,All Levels,1.0,2017-02-15,Musical Instruments,600,2017
Jazz piano improvisation: The girl form Ipanema. Bossa nova,True,30,151,All Levels,0.55,2014-10-16,Musical Instruments,4530,2014
Drum Lessons For Beginners,True,95,14,Beginner Level,2.5,2016-04-13,Musical Instruments,1330,2016
Piano With Willie: Jazz Kids - Vol 3,True,40,16,Beginner Level,3.0,2016-04-13,Musical Instruments,640,2016
Quick Piano Lessons - Tutorials for Drake's Greatest Hits,True,35,19,All Levels,0.55,2015-10-04,Musical Instruments,665,2015
"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",True,30,14,Intermediate Level,1.5,2016-12-15,Musical Instruments,420,2016
