titulo,es_pago,precio_usd,inscriptos,nivel,duracion_hs,fecha_publicacion,categoria,ventas_totales,año_publicacion
Guitar - Rock - Beginner with Marc Seal,True,20,40,All Levels,1.0,2012-08-31,Musical Instruments,800,2012
"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",True,50,41,All Levels,2.0,2016-07-28,Musical Instruments,2050,2016
Bluegrass Guitar Essentials: Webisodes 11 & 12,True,30,9,All Levels,2.0,2016-10-22,Musical Instruments,270,2016
Advanced Horn Studies - Learn to Master the French Horn!​,True,50,46,All Levels,7.0,2015-09-23,Musical Instruments,2300,2015
Learn To Play Guitar Complete Beginners Quick Start,True,20,75,Beginner Level,1.0,2013-10-16,Musical Instruments,1500,2013
Piano With Willie: Jazz Kids - Vol 4,True,40,19,Intermediate Level,3.5,2016-04-13,Musical Instruments,760,2016
Instant Harmonica - play the old Popeye Spinach song now !,True,20,22,Beginner Level,0.6,2015-10-19,Musical Instruments,440,2015
Piano With Willie: Jazz Kids - Vol 2,True,40,17,Beginner Level,3.0,2016-04-13,Musical Instruments,680,2016
Practice guitar with no previous experience and become a pro,True,30,26,Beginner Level,1.0,2017-01-13,Musical Instruments,780,2017
The Music Coach Online Spirit Drum Course,True,95,2,Beginner Level,5.5,2017-05-04,Musical Instruments,190,2017
Make Electronic Music with the iPad,True,20,13,Beginner Level,1.5,2016-04-01,Musical Instruments,260,2016
Learn Loreena McKennitt Songs-Quicklessons Piano Course,True,20,1,All Levels,0.5666666666666667,2017-05-29,Musical Instruments,20,2017
Guitar 201: Breakthroughs,True,20,14,Beginner Level,2.5,2016-01-22,Musical Instruments,280,2016
Major Scales and Modes for Chromatic Harmonica,True,20,6,All Levels,1.5,2017-04-10,Musical Instruments,120,2017
Play Guitar with Rhythm - 5 Easy Lessons,True,20,31,Beginner Level,1.0,2013-12-12,Musical Instruments,620,2013
Coaching Bundle: Guitar for Music Educators: Part 1,True,135,1,All Levels,0.5,2016-09-01,Musical Instruments,135,2016
Coaching Bundle: Guitar for Music Educators: Part 2,True,135,1,All Levels,0.5,2016-09-02,Musical Instruments,135,2016
Ukulele 3:  Intermediate,True,25,1,Intermediate Level,0.65,2017-05-24,Musical Instruments,25,2017
"Beginners Guitar Course - 'Try it and love it method""",True,25,0,Beginner Level,2.0,2016-10-31,Musical Instruments,0,2016
Coaching Course: Rhythm Instruction for Music Educators P1,True,130,0,All Levels,0.5333333333333333,2017-03-10,Musical Instruments,0,2017
Learn Pirates of the Caribbean by Ear on the Piano,True,20,0,All Levels,0.5333333333333333,2017-05-22,Musical Instruments,0,2017
Coaching Course: Rhythm Instruction for Music Educators P2,True,125,0,All Levels,0.6333333333333333,2017-03-10,Musical Instruments,0,2017
4 Week Rhythm Mastery,True,20,0,Beginner Level,2.5,2017-07-05,Musical Instruments,0,2017
Tune that Sour Note on Your Piano,True,20,0,All Levels,0.55,2017-06-20,Musical Instruments,0,2017
Learn Vikings Soundtracks on the Piano by Ear,True,20,0,All Levels,0.5833333333333334,2017-06-29,Musical Instruments,0,2017
Learn to Play Piano Like a Pro - Easy Piano Course 1,True,35,0,Beginner Level,0.5166666666666666,2017-05-30,Musical Instruments,0,2017
ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,True,20,0,Beginner Level,0.5166666666666666,2017-07-06,Musical Instruments,0,2017
Instant Harmonica - play 12 bar blues Big Walter style now!,True,40,31,All Levels,1.0,2017-05-19,Musical Instruments,1240,2017
Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,True,20,237,Intermediate Level,1.5,2013-10-08,Musical Instruments,4740,2013
Spice up your playing with some easy Flamenco techniques! ,True,40,120,Intermediate Level,0.7333333333333333,2015-11-06,Musical Instruments,4800,2015
Beginners Guide to Playing Guitar - Step-by-step System,True,85,384,Beginner Level,10.5,2013-06-10,Musical Instruments,32640,2013
Guitar Kick Start,False,0,3160,Beginner Level,1.0,2015-03-19,Musical Instruments,0,2015
Instant Harmonica – play Beethoven’s Ode to Joy right now!,True,20,455,Beginner Level,1.0,2015-07-22,Musical Instruments,9100,2015
Funk Rhythm Guitar Techniques,True,35,82,All Levels,1.5,2016-02-17,Musical Instruments,2870,2016
Flamenco Guitar,True,25,136,Beginner Level,4.0,2015-12-07,Musical Instruments,3400,2015
Learn to play the Bouzouki - Greek Bouzouki Lessons,True,50,63,All Levels,1.0,2015-03-19,Musical Instruments,3150,2015
Guitar Looper Basic Training,True,45,64,All Levels,1.5,2016-02-29,Musical Instruments,2880,2016
Piano With Willie: Jazz Kids - Vol 1,True,40,28,Beginner Level,4.5,2016-04-13,Musical Instruments,1120,2016
Instant Harmonica - play the Drunken Sailor sea shanty now! ,True,20,27,Beginner Level,0.6166666666666667,2015-10-18,Musical Instruments,540,2015
Learn to Play Sweet Child of Mine,True,20,0,Intermediate Level,1.5,2017-06-30,Musical Instruments,0,2017
Bluegrass Guitar Essentials: Webisodes 1 & 2,False,0,970,Intermediate Level,1.0,2016-03-20,Musical Instruments,0,2016
Learn Monster GODJ,False,0,991,Beginner Level,1.0,2015-07-29,Musical Instruments,0,2015
What you can learn before Piano Lessons,False,0,61,Beginner Level,1.5,2015-09-01,Musical Instruments,0,2015
Learn to Play Tabla - The Indian drums,False,0,1,Beginner Level,1.5,2017-07-04,Musical Instruments,0,2017
Gitarre spielen wie die Profis,True,20,1981,Beginner Level,2.0,2016-03-21,Musical Instruments,39620,2016
Curso de piano 101 - Tocando partituras y acordes -,True,170,245,All Levels,4.5,2016-10-28,Musical Instruments,41650,2016
Sintetizadores e Síntese Subtrativa,True,85,38,All Levels,5.0,2017-05-02,Musical Instruments,3230,2017
Spielend Klavier lernen mit Freude und Erfolg,True,100,255,Beginner Level,4.0,2015-11-12,Musical Instruments,25500,2015
Curso de ejercicios técnicos al piano Vol.2,True,50,62,All Levels,1.0,2017-05-29,Musical Instruments,3100,2017
Curso de ejercicios técnicos al piano Vol.1,True,60,186,All Levels,1.5,2016-09-30,Musical Instruments,11160,2016
Aprende escalas y arpegios Vol.2 : Modo menor,True,50,62,All Levels,2.5,2017-05-29,Musical Instruments,3100,2017
Instant Harmonica - play Blowing in the Wind + Popeye theme!,True,40,13,All Levels,1.5,2016-09-23,Musical Instruments,520,2016
Instant Harmonica - play jazzy Autumn Leaves now (part one),True,20,25,Beginner Level,0.65,2015-10-19,Musical Instruments,500,2015
Trumpet Lessons For Beginners,True,95,17,Beginner Level,2.5,2016-04-06,Musical Instruments,1615,2016
Guitar - Rock - Beginner/Intermediate with Marc Seal,True,20,36,Beginner Level,1.5,2012-10-07,Musical Instruments,720,2012
Learn to play in the Key of G on any Bluegrass Instrument,False,0,349,All Levels,2.5,2017-05-29,Musical Instruments,0,2017
Beginner Guitar Method,True,200,85,Beginner Level,4.0,2012-10-31,Musical Instruments,17000,2012
How to Play Dan Fogelberg Songs on Guitar,True,25,24,Intermediate Level,4.5,2016-03-29,Musical Instruments,600,2016
Jews Harp - Advanced course,True,30,26,Expert Level,3.5,2017-03-30,Musical Instruments,780,2017
Instant Harmonica - play jazzy Autumn Leaves now (part two),True,20,19,Beginner Level,0.5333333333333333,2015-10-19,Musical Instruments,380,2015
Jazz Guitar Reharmonization for Autumn Leaves,True,20,30,All Levels,0.6166666666666667,2014-07-03,Musical Instruments,600,2014
Tenor Saxophone Lessons For Beginners,True,95,45,Beginner Level,3.0,2016-04-04,Musical Instruments,4275,2016
Mike G's Beginner Drum Course: Part 2,True,40,305,All Levels,2.5,2016-03-10,Musical Instruments,12200,2016
Instant Harmonica - play Summertime + Drunken Sailor now!,True,40,26,All Levels,1.5,2016-07-24,Musical Instruments,1040,2016
Add Slide To Your Guitar Playing,True,20,75,All Levels,0.7333333333333333,2014-05-28,Musical Instruments,1500,2014
Piano With Willie: Piano Chords Vol. 2,True,40,32,Intermediate Level,1.5,2016-04-13,Musical Instruments,1280,2016
Drum Lessons For Beginners,True,50,70,Beginner Level,1.5,2014-05-17,Musical Instruments,3500,2014
Classical Guitar Finger-Picking: Right Hand Arpeggios,True,195,200,All Levels,2.0,2014-07-24,Musical Instruments,39000,2014
"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",True,30,478,Beginner Level,0.7,2015-02-06,Musical Instruments,14340,2015
Play tunes on harmonica and learn how to bend some notes,True,35,73,Beginner Level,2.0,2014-03-09,Musical Instruments,2555,2014
Instant Harmonica - play Yesterday + Scarborough Fair today!,True,40,33,All Levels,2.0,2016-08-26,Musical Instruments,1320,2016
Violin lessons for beginners,True,20,59,Beginner Level,1.0,2015-11-25,Musical Instruments,1180,2015
Old-Time Banjo for the Absolute Beginner,True,25,192,Beginner Level,1.5,2014-03-12,Musical Instruments,4800,2014
"Learn Guitar The Easy Way, It's Faster",True,25,57,Beginner Level,4.5,2013-11-14,Musical Instruments,1425,2013
Learn Oud 2,True,20,81,Intermediate Level,3.0,2015-09-10,Musical Instruments,1620,2015
The Essentials of Acoustic Guitar Strumming Patterns,False,0,2995,Beginner Level,1.0,2015-07-01,Musical Instruments,0,2015
Acoustic Guitar After The Basics,True,45,181,Intermediate Level,2.5,2014-11-20,Musical Instruments,8145,2014
Bossa Nova - Guitar for Beginners,True,20,589,Beginner Level,1.0,2016-04-19,Musical Instruments,11780,2016
Piano With Willie: Piano Chords Vol. 1,True,40,48,Beginner Level,2.0,2016-04-13,Musical Instruments,1920,2016
Instant Harmonica - play Summertime in 8 fun & easy lessons,True,40,81,Beginner Level,1.0,2015-08-19,Musical Instruments,3240,2015
Learn to Play the Tuba: Beginner to Pro in Under Five Hours!,True,50,225,All Levels,6.0,2015-04-15,Musical Instruments,11250,2015
Play Autumn Leaves' falling notes on piano with no reading!,True,30,438,Intermediate Level,0.5666666666666667,2014-04-29,Musical Instruments,13140,2014
Learn Basics of South Indian Carnatic Flute - Level 2,True,180,152,Beginner Level,4.5,2016-03-03,Musical Instruments,27360,2016
A Year's Worth of Piano Lessons in One Weekend,True,20,244,Beginner Level,6.0,2014-04-30,Musical Instruments,4880,2014
Bones of the Blues - learn 4 cool tunes to expert level now!,True,200,248,All Levels,2.0,2015-03-09,Musical Instruments,49600,2015
GUITAR #1: Beginner Basics and Beyond,True,20,111,Beginner Level,3.0,2017-03-01,Musical Instruments,2220,2017
Pure Modal Magic: The Complete Guitar Modes Solution,True,50,52,All Levels,2.0,2017-02-14,Musical Instruments,2600,2017
Aprende diferentes ritmos con la guitarra rítmica,True,20,10,All Levels,1.0,2014-05-07,Musical Instruments,200,2014
Aprender a tocar la batería sin salir de casa,True,50,10,All Levels,4.0,2014-05-09,Musical Instruments,500,2014
Aprende a tocar el bajo eléctrico ,True,50,9,All Levels,3.5,2014-05-16,Musical Instruments,450,2014
Aprende todos los secretos de la salsa para piano,True,50,7,All Levels,3.0,2014-05-09,Musical Instruments,350,2014
Aprende a tocar ritmos latinos en el teclado,True,50,7,All Levels,3.5,2014-05-09,Musical Instruments,350,2014
Ukulele lernen für Papas mit Aram sam sam,True,55,1,Beginner Level,0.7,2017-05-17,Musical Instruments,55,2017
Aprende a tocar la trompeta,True,50,6,All Levels,3.0,2014-05-19,Musical Instruments,300,2014
Curso de guitarra para principiantes.,True,20,4,Beginner Level,1.0,2015-06-11,Musical Instruments,80,2015
Aprende a tocar Jazz y Ritmos Latinos en la guitarra,True,50,6,All Levels,3.0,2014-05-07,Musical Instruments,300,2014
こどもギターレッスン　リトルギタリストⅢ（完結編）,True,20,3,Beginner Level,1.0,2016-10-03,Musical Instruments,60,2016
Aprende a tocar la flauta dulce de forma sencilla y gradual,True,50,5,All Levels,3.0,2014-05-19,Musical Instruments,250,2014
"Aprende a tocar jazz, salsa y blues en el piano",True,20,5,All Levels,3.0,2014-05-19,Musical Instruments,100,2014
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,True,75,43285,All Levels,4.0,2013-01-03,Web Development,3246375,2013
Learning Dynamic Website Design - PHP MySQL and JavaScript,True,50,47886,All Levels,12.5,2012-06-18,Web Development,2394300,2012
ChatBots: Messenger ChatBot with API.AI and Node.JS,True,50,2577,All Levels,4.5,2016-06-30,Web Development,128850,2016
Projects in HTML5,True,60,8777,Intermediate Level,15.5,2014-06-17,Web Development,526620,2014
Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,True,20,23764,Beginner Level,5.5,2015-10-17,Web Development,475280,2015
How To Make A Wordpress Website 2017 | Divi Theme Tutorial,True,40,3541,Beginner Level,4.0,2017-01-26,Web Development,141640,2017
Build Your Own Backend REST API using Django REST Framework,True,50,2669,Intermediate Level,5.5,2017-04-27,Web Development,133450,2017
Angular and Firebase - Build a Web App with Typescript,True,150,1966,All Levels,5.0,2016-09-27,Web Development,294900,2016
Web Development Masterclass - Complete Certificate Course,True,200,4090,All Levels,19.5,2016-10-12,Web Development,818000,2016
Spring Boot Tutorial For Beginners,True,40,2578,Beginner Level,5.5,2017-01-23,Web Development,103120,2017
The Complete Bootstrap Masterclass Course - Build 4 Projects,True,195,24978,All Levels,7.0,2015-10-27,Web Development,4870710,2015
Scaling Docker on AWS,True,25,3133,All Levels,6.0,2016-03-28,Web Development,78325,2016
Learn JavaScript for beginners,True,200,15276,Beginner Level,1.5,2017-03-16,Web Development,3055200,2017
HTML Tutorial: HTML & CSS for Beginners,True,20,12458,All Levels,4.0,2011-09-09,Web Development,249160,2011
Learn by Doing: Vue JS 2.0 the Right Way,True,95,1087,Intermediate Level,3.5,2016-11-07,Web Development,103265,2016
Learn Complete Web Development From Scratch,True,40,14074,All Levels,12.0,2013-10-23,Web Development,562960,2013
Introduction to Web Development: HTML,True,20,26800,Beginner Level,3.0,2014-02-13,Web Development,536000,2014
Web Site for Beginners - Learn Web Building like knitting,True,20,9425,Beginner Level,1.5,2016-08-10,Web Development,188500,2016
How To Make A Wordpress Website 2017 - Divi Theme Tutorial,True,40,2780,Beginner Level,3.0,2017-01-26,Web Development,111200,2017
Web Programming with Python,True,50,35267,All Levels,4.0,2012-04-25,Web Development,1763350,2012
PHP Login and Registration System - Email Confirm Activation,True,100,2607,All Levels,5.0,2015-11-26,Web Development,260700,2015
PSD to Responsive HTML5: Beginner to Advanced,True,40,1502,All Levels,6.0,2016-10-03,Web Development,60080,2016
Ultimate Web Developer Course Build 10 Websites from Scratch,True,200,9359,Beginner Level,32.5,2016-10-10,Web Development,1871800,2016
Rapid Website Design with Bootstrap,True,200,14842,Beginner Level,1.0,2016-12-02,Web Development,2968400,2016
Build Enterprise Applications with Angular 2 (and Angular 4),True,190,6082,Intermediate Level,9.5,2016-11-22,Web Development,1155580,2016
Angular 4 (2+) Crash Course for Beginners,True,120,12366,Beginner Level,9.0,2017-06-23,Web Development,1483920,2017
Accelerated JavaScript Training,True,110,4720,All Levels,7.5,2016-07-12,Web Development,519200,2016
"Beginner API development in Node, Express, ES6, & MongoDB",True,165,7057,Beginner Level,18.5,2016-11-12,Web Development,1164405,2016
React JS and Redux - Mastering Web Apps,True,60,16829,All Levels,5.0,2017-01-19,Web Development,1009740,2017
Web Development w/ Google’s Go (golang) Programming Language,True,65,4872,Intermediate Level,19.0,2017-01-17,Web Development,316680,2017
Git a Web Developer Job: Mastering the Modern Workflow,True,200,5809,Beginner Level,15.0,2016-08-28,Web Development,1161800,2016
The Complete WordPress Website Business Course,True,150,13439,All Levels,20.5,2016-11-01,Web Development,2015850,2016
The Complete HTML and CSS Course For Beginners,True,85,733,All Levels,3.0,2017-06-20,Web Development,62305,2017
Learn  Bootstrap Development By Building 10 Projects,True,60,14813,All Levels,13.5,2015-02-23,Web Development,888780,2015
Advanced Javascript,True,200,6601,Intermediate Level,3.5,2015-11-21,Web Development,1320200,2015
Dissecting Ruby on Rails 5 - Become a Professional Developer,True,195,2804,All Levels,37.5,2017-02-07,Web Development,546780,2017
The Complete Wordpress Course - Build Your Own Website Today,True,195,9421,All Levels,3.5,2015-08-25,Web Development,1837095,2015
JQuery Essentials core training for Dynamic Interactive web,True,100,9668,All Levels,4.0,2015-11-20,Web Development,966800,2015
Node.js: The Essentials + API Frameworks Express KOA Sails,True,20,2760,Beginner Level,1.0,2017-02-16,Web Development,55200,2017
The Complete PHP Bootcamp Course With Video Sharing Project,True,195,9831,Beginner Level,14.5,2017-03-21,Web Development,1917045,2017
Build a Single Page Application with jQuery & AJAX,True,60,486,Intermediate Level,2.0,2017-02-18,Web Development,29160,2017
Practical CSS Website Development: Crash Course ,True,95,11170,All Levels,2.5,2016-02-02,Web Development,1061150,2016
Successful website creation - everything you need to know,True,150,9384,All Levels,1.5,2015-10-22,Web Development,1407600,2015
Start Writing JavaScript Today - Beginner JavaScript Course,True,100,9067,Beginner Level,3.0,2017-03-08,Web Development,906700,2017
HTML5 Essentials for Beginners,True,20,10247,Intermediate Level,1.5,2014-03-14,Web Development,204940,2014
Code a personal splash page in 1 hour,True,20,10610,Beginner Level,1.0,2014-02-12,Web Development,212200,2014
Step-by-step HTML and CSS for Absolute Beginners,True,120,6162,Beginner Level,4.0,2013-08-26,Web Development,739440,2013
Angular 4 Development Decoded,True,20,1802,Intermediate Level,1.0,2017-06-21,Web Development,36040,2017
Javascript ES6! A Complete Reference Guide to Javascript ES6,True,175,4783,Intermediate Level,7.0,2017-04-20,Web Development,837025,2017
